transaction_id,customer_id,transaction_date,transaction_time,amount,merchant_category,transaction_type,device_type,card_present,home_city,transaction_city,distance_from_home_km,account_age_days,prev_txn_count_24h,is_fraud
500504,186748,2026-02-05,04:56:00,3331.82,E-commerce,ONLINE,Web Browser,Yes,Pune,Pune,6.1,2889,1,0
504503,199752,2026-02-18,03:30:00,7433.24,ATM Withdrawal,UPI,USSD,Yes,Hyderabad,Hyderabad,10.4,532,0,0
500319,193875,2026-04-09,07:35:00,1573.56,Fuel,POS,Mobile App,Yes,Kolkata,Kolkata,2.8,1227,1,0
505879,165655,2026-02-22,07:38:00,5203.1,ATM Withdrawal,ATM,ATM Machine,Yes,Jaipur,Jaipur,12.1,3595,3,0
505514,186967,2026-01-23,06:14:00,7345.98,Grocery,UPI,USSD,Yes,Delhi,Delhi,0.7,1125,3,0
500275,141815,2026-04-17,15:33:00,1841.91,Utility Bill,UPI,ATM Machine,No,Pune,Pune,12.3,3670,1,0
505156,185895,2026-04-27,06:56:00,5354.69,E-commerce,ONLINE,ATM Machine,No,Hyderabad,Hyderabad,2.2,3319,0,0
503621,199607,2026-06-26,18:21:00,2676.18,Utility Bill,POS,Web Browser,Yes,Delhi,Delhi,8.2,3720,1,0
501362,106716,2026-04-22,15:52:00,7022.73,Jewellery,UPI,USSD,Yes,Ahmedabad,Ahmedabad,2.7,1718,1,0
504196,149459,2026-01-10,12:26:00,1527.21,Electronics,ONLINE,ATM Machine,Yes,Hyderabad,Hyderabad,9.4,955,0,0
501527,131901,2026-06-09,23:07:00,5974.04,Jewellery,ONLINE,USSD,Yes,Chennai,Chennai,3.3,2219,2,0
502367,133724,2026-07-03,08:18:00,3768.37,ATM Withdrawal,ONLINE,Web Browser,No,Chennai,Chennai,13.5,105,1,0
503376,150527,2026-04-15,16:01:00,1690.63,Electronics,POS,POS Terminal,No,Kolkata,Kolkata,7.2,2885,2,0
504161,140320,2026-01-01,14:21:00,2320.14,Pharmacy,NEFT,Mobile App,Yes,Rajpura,Rajpura,13.0,2411,1,0
502292,132154,2026-07-17,17:48:00,2710.37,Utility Bill,POS,USSD,No,Bengaluru,Bengaluru,12.1,2840,0,0
503289,117375,2026-06-21,17:30:00,1903.8,Electronics,NEFT,ATM Machine,Yes,Chennai,Chennai,9.0,1551,1,0
503876,160339,2026-02-21,05:22:00,2985.52,Jewellery,POS,POS Terminal,Yes,Ahmedabad,Ahmedabad,3.1,2177,2,0
503559,116785,2026-08-28,12:17:00,2243.2,Jewellery,ONLINE,Web Browser,Yes,Ahmedabad,Ahmedabad,14.1,1548,1,0
505158,112228,2026-03-26,14:40:00,814.28,Dining,ATM,Mobile App,No,Rajpura,Rajpura,11.7,3857,3,0
500946,111921,2026-08-26,23:22:00,5153.17,Fuel,UPI,ATM Machine,Yes,Pune,Pune,14.6,1031,3,0
504717,188928,2026-05-03,09:35:00,892.45,Jewellery,POS,POS Terminal,Yes,Hyderabad,Hyderabad,5.8,1819,1,0
505782,114654,2026-05-22,18:35:00,3245.79,E-commerce,ONLINE,Web Browser,No,Jaipur,Jaipur,14.9,3216,3,0
500296,152066,2026-07-03,07:54:00,14573.06,ATM Withdrawal,UPI,Mobile App,Yes,Ahmedabad,Ahmedabad,10.5,2666,0,0
503167,174899,2026-04-17,21:09:00,6331.37,Grocery,UPI,POS Terminal,Yes,Ahmedabad,Ahmedabad,4.5,2915,2,0
502183,160621,2026-05-18,17:07:00,1603.09,ATM Withdrawal,UPI,Mobile App,No,Ahmedabad,Ahmedabad,2.5,238,1,0
500299,128455,2026-01-21,19:01:00,1323.32,Jewellery,POS,ATM Machine,Yes,Bengaluru,Bengaluru,13.0,2076,0,0
500069,107634,2026-03-26,21:28:00,2062.23,Fuel,ONLINE,ATM Machine,Yes,Delhi,Delhi,7.8,146,3,0
504393,101224,2026-03-11,17:25:00,3505.94,Jewellery,ONLINE,USSD,No,Hyderabad,Hyderabad,10.3,2410,0,0
500737,173052,2026-01-06,09:25:00,2529.35,Electronics,UPI,USSD,No,Chennai,Chennai,4.6,1879,3,0
503476,121592,2026-02-01,10:27:00,6123.05,Electronics,ONLINE,Web Browser,No,Mumbai,Mumbai,1.8,2847,4,0
504267,135119,2026-07-21,04:40:00,5234.01,Grocery,NEFT,ATM Machine,Yes,Chennai,Chennai,11.7,3575,3,0
502989,190338,2026-06-10,00:45:00,4319.94,Jewellery,UPI,ATM Machine,Yes,Mumbai,Mumbai,3.1,2816,0,0
503647,164203,2026-07-17,10:23:00,780.69,E-commerce,POS,Web Browser,Yes,Chennai,Chennai,2.6,2672,0,0
501504,132248,2026-08-09,06:44:00,2236.37,Utility Bill,UPI,Mobile App,No,Pune,Pune,2.2,574,2,0
502073,140270,2026-04-23,04:17:00,1548.79,Grocery,ATM,USSD,No,Hyderabad,Hyderabad,8.5,1901,1,0
500151,185566,2026-01-01,02:17:00,6310.05,Jewellery,ONLINE,Web Browser,No,Mumbai,Mumbai,13.2,1654,0,0
500757,173748,2026-03-07,06:41:00,4891.02,Jewellery,UPI,USSD,Yes,Pune,Pune,6.1,2782,2,0
505899,164959,2026-01-22,10:19:00,1113.89,ATM Withdrawal,ONLINE,ATM Machine,Yes,Ahmedabad,Ahmedabad,7.6,2786,1,0
503502,164043,2026-08-02,20:37:00,5012.9,Travel,ONLINE,POS Terminal,Yes,Delhi,Delhi,8.3,3158,0,0
501704,119953,2026-07-21,08:46:00,2067.84,Grocery,POS,Mobile App,No,Bengaluru,Bengaluru,3.2,2114,1,0
505467,103391,2026-03-22,17:44:00,11656.71,Grocery,ATM,Mobile App,Yes,Ahmedabad,Ahmedabad,11.1,2025,0,0
502105,187115,2026-07-05,12:16:00,1519.2,Dining,ONLINE,USSD,No,Delhi,Delhi,0.7,2084,3,0
500170,102271,2026-02-28,02:41:00,5853.46,Jewellery,POS,USSD,Yes,Ahmedabad,Ahmedabad,7.7,373,2,0
502155,170464,2026-03-19,10:46:00,6095.74,Pharmacy,ONLINE,POS Terminal,Yes,Kolkata,Kolkata,13.4,3802,3,0
500377,173660,2026-07-19,16:19:00,4636.09,Jewellery,UPI,Web Browser,No,Delhi,Delhi,1.3,1649,1,0
502026,147277,2026-02-24,00:26:00,1607.66,Jewellery,UPI,ATM Machine,No,Jaipur,Jaipur,0.4,2818,1,0
500860,180095,2026-05-08,03:07:00,9107.04,Electronics,UPI,POS Terminal,No,Rajpura,Rajpura,8.8,1577,2,0
502688,156438,2026-01-11,01:34:00,5397.58,Dining,ATM,Mobile App,Yes,Bengaluru,Bengaluru,10.2,2525,3,0
505036,122669,2026-03-28,03:28:00,2071.96,Utility Bill,UPI,POS Terminal,Yes,Delhi,Delhi,7.5,764,0,0
505349,130928,2026-06-18,08:56:00,11514.29,Dining,ONLINE,Web Browser,No,Bengaluru,Bengaluru,11.9,327,1,0
500379,137998,2026-05-02,18:43:00,151.18,Grocery,POS,Web Browser,No,Pune,Pune,4.7,3763,1,0
504784,175606,2026-07-14,10:46:00,2490.18,Travel,ONLINE,USSD,No,Chennai,Chennai,8.8,1812,0,0
505457,115969,2026-03-05,02:58:00,1468.26,Fuel,ONLINE,Mobile App,Yes,Kolkata,Kolkata,6.0,2878,2,0
501295,195170,2026-02-06,07:33:00,3271.82,ATM Withdrawal,NEFT,USSD,No,Bengaluru,Bengaluru,5.0,2608,1,0
504972,138333,2026-03-29,20:43:00,432.29,Jewellery,ONLINE,ATM Machine,No,Jaipur,Jaipur,10.9,2058,2,0
501433,117119,2026-07-01,15:04:00,2177.91,Utility Bill,ONLINE,POS Terminal,Yes,Chennai,Chennai,12.4,168,1,0
505326,139408,2026-04-26,23:04:00,1218.42,Fuel,ONLINE,Web Browser,No,Pune,Pune,0.7,2778,1,0
505860,169727,2026-06-11,08:28:00,3620.02,Fuel,NEFT,Mobile App,Yes,Mumbai,Mumbai,2.6,1372,1,0
502943,176301,2026-04-11,23:14:00,5497.73,Travel,POS,USSD,Yes,Jaipur,Jaipur,5.9,2221,0,0
501780,168455,2026-01-31,15:39:00,2374.41,ATM Withdrawal,ONLINE,Web Browser,Yes,Bengaluru,Bengaluru,5.9,3400,2,0
503389,128949,2026-07-11,09:34:00,7204.39,Dining,UPI,Mobile App,No,Kolkata,Kolkata,7.4,3690,0,0
505163,128698,2026-01-01,02:02:00,7767.59,E-commerce,ONLINE,POS Terminal,No,Pune,Pune,14.6,1088,1,0
505136,109995,2026-04-30,10:09:00,5009.9,E-commerce,POS,ATM Machine,Yes,Delhi,Delhi,6.8,121,0,0
503544,177440,2026-06-20,02:58:00,852.5,Utility Bill,ONLINE,POS Terminal,Yes,Chennai,Chennai,10.7,3167,0,0
500842,165626,2026-04-02,08:17:00,2356.68,ATM Withdrawal,POS,USSD,No,Rajpura,Rajpura,7.3,149,0,0
502573,173049,2026-05-11,08:04:00,4401.1,Pharmacy,ONLINE,Mobile App,No,Jaipur,Jaipur,7.2,1407,1,0
501190,100731,2026-01-30,02:51:00,87078.05,Electronics,POS,USSD,No,Mumbai,Rajpura,458.9,33,6,1
500176,146187,2026-07-09,05:48:00,5894.45,Electronics,ATM,POS Terminal,No,Kolkata,Kolkata,14.3,872,2,0
504776,104487,2026-02-24,13:16:00,4846.06,Fuel,POS,Web Browser,No,Delhi,Delhi,3.9,3726,1,0
500928,130133,2026-06-11,06:53:00,1883.48,ATM Withdrawal,POS,ATM Machine,No,Bengaluru,Bengaluru,11.6,2182,2,0
503259,156436,2026-01-19,09:08:00,4379.09,Utility Bill,ATM,Mobile App,Yes,Delhi,Delhi,10.6,3734,4,0
500046,197068,2026-07-17,03:01:00,2032.02,Grocery,ONLINE,POS Terminal,Yes,Kolkata,Kolkata,4.0,105,2,0
501261,126609,2026-04-27,15:03:00,2012.99,Pharmacy,ONLINE,USSD,Yes,Bengaluru,Bengaluru,2.5,1793,5,0
501097,183544,2026-06-28,01:33:00,1807.8,ATM Withdrawal,POS,USSD,Yes,Delhi,Delhi,6.5,3106,2,0
501444,143296,2026-07-23,09:46:00,3767.56,Pharmacy,UPI,Web Browser,Yes,Pune,Pune,2.6,1055,0,0
502108,113865,2026-04-19,10:30:00,11448.19,Travel,POS,Web Browser,No,Kolkata,Kolkata,9.1,2298,2,0
505004,168300,2026-05-12,18:08:00,1910.34,Utility Bill,UPI,ATM Machine,No,Pune,Pune,11.7,432,0,0
501188,159847,2026-01-17,19:38:00,4523.11,Travel,ONLINE,ATM Machine,Yes,Mumbai,Mumbai,14.9,3533,4,0
505094,196992,2026-07-23,17:58:00,2414.24,Travel,NEFT,ATM Machine,Yes,Jaipur,Jaipur,8.8,591,0,0
503788,102115,2026-01-04,03:28:00,24142.66,Grocery,UPI,USSD,No,Bengaluru,Jaipur,1992.8,9,4,1
501031,148755,2026-01-24,00:28:00,464.87,Grocery,ATM,Web Browser,No,Rajpura,Rajpura,2.2,3598,1,0
504818,132978,2026-03-12,21:14:00,2944.42,Utility Bill,ATM,ATM Machine,Yes,Bengaluru,Bengaluru,4.9,1566,0,0
500301,136367,2026-08-17,18:29:00,5608.97,E-commerce,UPI,ATM Machine,Yes,Chennai,Chennai,9.1,2535,1,0
502524,140126,2026-01-27,19:53:00,5388.16,Dining,ONLINE,POS Terminal,Yes,Rajpura,Rajpura,9.7,2506,2,0
501473,144927,2026-07-30,03:36:00,1134.41,Pharmacy,ATM,USSD,No,Bengaluru,Bengaluru,8.5,3042,2,0
500284,149070,2026-05-14,23:25:00,48228.62,Fuel,ONLINE,USSD,No,Delhi,Chennai,1600.3,40,9,1
504383,135324,2026-08-09,23:13:00,2365.41,ATM Withdrawal,UPI,USSD,No,Bengaluru,Bengaluru,11.9,1418,2,0
502481,165153,2026-05-29,22:07:00,336.81,Utility Bill,POS,Web Browser,No,Hyderabad,Hyderabad,12.2,2152,0,0
504756,160211,2026-06-20,20:06:00,3793.29,Utility Bill,ONLINE,Web Browser,No,Ahmedabad,Ahmedabad,4.1,2695,1,0
503347,160252,2026-07-05,14:11:00,6077.97,Jewellery,POS,Mobile App,No,Rajpura,Rajpura,9.2,1141,3,0
501814,149550,2026-01-05,17:01:00,9526.4,Utility Bill,ONLINE,Web Browser,No,Rajpura,Rajpura,11.8,1310,1,0
503888,117666,2026-08-13,12:44:00,2689.78,E-commerce,POS,Web Browser,Yes,Jaipur,Jaipur,13.5,1146,2,0
504314,109788,2026-05-06,00:28:00,67884.95,ATM Withdrawal,UPI,Web Browser,No,Chennai,Kolkata,1458.5,11,2,1
504142,185952,2026-02-18,10:52:00,4686.78,Travel,NEFT,Mobile App,No,Bengaluru,Bengaluru,1.0,2384,3,0
505062,162014,2026-07-29,15:26:00,5434.37,Jewellery,NEFT,ATM Machine,No,Chennai,Chennai,5.7,3450,0,0
504828,153743,2026-03-10,07:25:00,2287.91,Jewellery,UPI,Mobile App,No,Delhi,Delhi,6.0,3319,1,0
502933,116209,2026-03-26,16:17:00,9893.16,E-commerce,POS,POS Terminal,Yes,Pune,Pune,1.0,2501,0,0
502120,170138,2026-05-05,09:07:00,2798.29,Dining,ATM,Web Browser,Yes,Rajpura,Rajpura,10.8,2445,2,0
505658,181250,2026-08-24,04:37:00,1150.34,Pharmacy,POS,Mobile App,No,Pune,Pune,2.8,3070,0,0
504815,174620,2026-03-05,07:03:00,552.95,Electronics,POS,ATM Machine,Yes,Delhi,Delhi,12.7,2733,3,0
503808,115539,2026-08-11,15:38:00,2575.69,E-commerce,ONLINE,POS Terminal,Yes,Rajpura,Rajpura,12.3,3890,1,0
505706,181503,2026-07-22,03:50:00,1350.27,ATM Withdrawal,UPI,Mobile App,Yes,Mumbai,Mumbai,14.8,3508,3,0
505775,149256,2026-08-13,06:18:00,2529.05,Travel,POS,USSD,No,Kolkata,Kolkata,6.3,102,4,0
502331,106516,2026-03-31,01:13:00,7085.12,Travel,ONLINE,Mobile App,Yes,Mumbai,Mumbai,0.8,1550,1,0
502030,134271,2026-01-18,05:37:00,2935.85,Jewellery,ONLINE,ATM Machine,No,Pune,Pune,13.3,756,2,0
505465,119780,2026-04-27,14:15:00,993.65,Utility Bill,UPI,ATM Machine,No,Delhi,Delhi,12.1,3983,1,0
500258,110340,2026-01-04,23:54:00,82907.17,Electronics,ONLINE,Web Browser,No,Hyderabad,Ahmedabad,472.9,4,6,1
500508,124783,2026-07-27,08:05:00,907.91,Electronics,ATM,ATM Machine,Yes,Kolkata,Kolkata,11.7,1174,1,0
501943,187431,2026-01-25,21:04:00,3107.04,Jewellery,POS,ATM Machine,Yes,Pune,Pune,0.8,3662,1,0
500100,113975,2026-05-24,12:54:00,1278.7,Grocery,UPI,USSD,Yes,Bengaluru,Bengaluru,3.6,2241,1,0
502956,199480,2026-01-28,06:21:00,2862.97,Travel,ONLINE,Mobile App,Yes,Bengaluru,Bengaluru,13.1,3612,1,0
500745,179521,2026-02-14,07:20:00,3475.84,Fuel,ATM,Web Browser,Yes,Rajpura,Rajpura,1.2,3983,2,0
504571,169165,2026-06-07,15:47:00,5487.63,Utility Bill,ONLINE,Mobile App,Yes,Ahmedabad,Ahmedabad,9.6,2720,1,0
505553,165603,2026-02-17,12:33:00,2613.83,Dining,ATM,ATM Machine,No,Hyderabad,Hyderabad,9.3,1888,2,0
501376,195919,2026-07-25,21:17:00,1779.41,ATM Withdrawal,UPI,Web Browser,Yes,Jaipur,Jaipur,14.0,3094,1,0
503867,152204,2026-08-12,19:59:00,1748.4,Pharmacy,UPI,Mobile App,Yes,Bengaluru,Bengaluru,10.7,1945,0,0
503820,189304,2026-06-16,08:30:00,5652.67,Grocery,POS,Web Browser,Yes,Bengaluru,Bengaluru,6.3,3026,2,0
503683,121549,2026-05-03,09:45:00,2947.99,Fuel,POS,USSD,No,Kolkata,Kolkata,9.8,2075,3,0
501955,197093,2026-05-07,01:36:00,43932.31,Utility Bill,ATM,Web Browser,No,Hyderabad,Chennai,473.8,9,6,1
504747,176577,2026-02-26,21:31:00,2937.51,Pharmacy,POS,POS Terminal,No,Pune,Pune,2.9,105,1,0
501158,185026,2026-06-17,23:31:00,2520.8,E-commerce,POS,Web Browser,No,Ahmedabad,Ahmedabad,8.2,1542,0,0
504369,192657,2026-07-11,12:19:00,912.33,Fuel,POS,Mobile App,No,Chennai,Chennai,12.2,2179,3,0
503366,174934,2026-05-14,10:17:00,3622.78,Jewellery,POS,POS Terminal,No,Ahmedabad,Ahmedabad,12.1,2137,0,0
504906,164154,2026-03-25,03:45:00,4310.1,Grocery,ONLINE,Web Browser,No,Ahmedabad,Ahmedabad,10.5,3880,1,0
501438,165291,2026-08-13,15:46:00,2936.4,E-commerce,ONLINE,ATM Machine,No,Jaipur,Jaipur,6.8,3372,2,0
500367,146954,2026-06-01,14:59:00,8560.36,E-commerce,ONLINE,ATM Machine,No,Rajpura,Rajpura,5.0,1734,2,0
504814,155587,2026-08-21,04:42:00,5057.57,Pharmacy,POS,USSD,Yes,Chennai,Chennai,7.0,3583,1,0
502942,193666,2026-08-23,04:55:00,1930.09,Utility Bill,UPI,ATM Machine,Yes,Jaipur,Jaipur,0.5,1328,3,0
500403,132041,2026-03-21,10:35:00,5967.87,Travel,POS,ATM Machine,No,Chennai,Chennai,8.8,2379,3,0
504645,102657,2026-03-28,22:05:00,9321.05,E-commerce,ATM,Web Browser,Yes,Rajpura,Rajpura,12.1,1297,4,0
505655,124514,2026-07-12,12:01:00,1740.81,E-commerce,UPI,USSD,Yes,Ahmedabad,Ahmedabad,5.9,3380,2,0
500950,127807,2026-04-11,02:47:00,320.62,ATM Withdrawal,POS,Web Browser,No,Pune,Pune,1.9,616,3,0
502782,193586,2026-05-14,06:11:00,1192.53,Pharmacy,ATM,Web Browser,Yes,Bengaluru,Bengaluru,14.3,1281,3,0
500020,145038,2026-08-28,20:04:00,521.92,Jewellery,POS,USSD,No,Ahmedabad,Ahmedabad,10.3,614,0,0
500230,117677,2026-07-25,09:58:00,4902.46,E-commerce,UPI,ATM Machine,No,Kolkata,Kolkata,13.9,3106,2,0
504188,121382,2026-08-28,23:15:00,2379.59,Fuel,ONLINE,USSD,Yes,Chennai,Chennai,1.0,867,2,0
500669,191893,2026-07-03,20:31:00,2135.62,Pharmacy,NEFT,Web Browser,Yes,Kolkata,Kolkata,5.8,96,1,0
500219,144701,2026-02-10,22:18:00,2175.74,E-commerce,UPI,USSD,No,Mumbai,Mumbai,6.8,2469,2,0
505008,182914,2026-07-02,14:19:00,1351.13,Dining,ONLINE,POS Terminal,Yes,Hyderabad,Hyderabad,9.9,3946,1,0
504025,145472,2026-07-19,02:42:00,1220.83,Pharmacy,POS,USSD,No,Mumbai,Mumbai,14.2,1910,2,0
503572,184206,2026-07-15,23:32:00,2394.65,Travel,UPI,Web Browser,Yes,Rajpura,Rajpura,6.5,1499,0,0
502514,175426,2026-06-01,10:18:00,5336.43,Dining,ONLINE,POS Terminal,No,Mumbai,Mumbai,0.9,3957,0,0
504391,118063,2026-02-08,03:52:00,6375.03,Grocery,POS,Mobile App,No,Delhi,Delhi,6.6,3953,0,0
500586,192483,2026-06-10,21:45:00,3002.06,Travel,UPI,POS Terminal,Yes,Pune,Pune,0.6,2680,0,0
501913,100307,2026-03-08,06:33:00,11156.36,Utility Bill,POS,Web Browser,Yes,Bengaluru,Bengaluru,11.0,3869,3,0
505378,125512,2026-02-27,00:03:00,2242.03,ATM Withdrawal,ONLINE,Mobile App,No,Ahmedabad,Ahmedabad,7.4,3407,2,0
504432,108775,2026-01-01,01:47:00,1271.72,Grocery,POS,ATM Machine,No,Kolkata,Kolkata,12.7,2512,0,0
504348,115180,2026-03-27,12:39:00,7235.76,Fuel,POS,POS Terminal,No,Mumbai,Mumbai,6.5,1406,2,0
503830,115003,2026-04-18,21:30:00,3307.58,Utility Bill,ATM,Mobile App,No,Chennai,Chennai,2.3,3272,2,0
503480,177926,2026-05-06,10:49:00,756.18,Jewellery,ONLINE,POS Terminal,No,Hyderabad,Hyderabad,0.7,2005,3,0
504578,119979,2026-07-08,08:20:00,5162.62,E-commerce,POS,USSD,No,Chennai,Chennai,10.4,3690,2,0
500778,111847,2026-07-26,23:22:00,1014.49,Travel,UPI,Web Browser,No,Kolkata,Kolkata,8.6,1560,2,0
502315,122669,2026-06-23,20:22:00,8041.94,Fuel,POS,Mobile App,No,Mumbai,Mumbai,0.5,1488,3,0
501019,104166,2026-03-29,21:20:00,755.82,E-commerce,ONLINE,USSD,No,Kolkata,Kolkata,14.8,1468,3,0
501607,114793,2026-02-19,20:34:00,1124.79,Fuel,UPI,Mobile App,Yes,Pune,Pune,6.1,2290,2,0
502506,111532,2026-03-17,20:59:00,1324.76,Electronics,UPI,USSD,Yes,Delhi,Delhi,13.1,2378,1,0
502808,131065,2026-07-01,12:14:00,9964.53,Electronics,POS,USSD,No,Bengaluru,Bengaluru,1.1,3149,1,0
504589,160649,2026-03-24,23:00:00,36106.56,ATM Withdrawal,ATM,Web Browser,No,Jaipur,Hyderabad,325.0,48,5,1
503214,196450,2026-05-03,18:12:00,3137.13,Utility Bill,UPI,ATM Machine,No,Rajpura,Rajpura,14.4,3042,2,0
501492,148949,2026-03-12,02:14:00,7894.05,Jewellery,ONLINE,Mobile App,Yes,Ahmedabad,Ahmedabad,5.9,3013,1,0
504985,119249,2026-05-04,21:00:00,5548.45,Jewellery,UPI,Mobile App,Yes,Rajpura,Rajpura,0.4,3581,2,0
505248,193181,2026-07-08,16:46:00,3331.61,ATM Withdrawal,ONLINE,Mobile App,Yes,Hyderabad,Hyderabad,9.1,642,3,0
504341,105195,2026-05-12,20:14:00,2810.21,ATM Withdrawal,UPI,Web Browser,No,Hyderabad,Hyderabad,2.3,2888,0,0
503661,155737,2026-04-26,03:50:00,7152.28,Grocery,ONLINE,USSD,Yes,Delhi,Delhi,7.1,2744,2,0
504488,125454,2026-01-20,23:44:00,69921.15,Fuel,ATM,Web Browser,No,Bengaluru,Hyderabad,1918.4,51,3,1
502878,193616,2026-02-22,00:20:00,81186.2,E-commerce,POS,USSD,No,Bengaluru,Ahmedabad,1442.1,50,3,1
501594,101903,2026-07-27,18:10:00,2172.67,Grocery,POS,Web Browser,No,Hyderabad,Hyderabad,3.3,1942,0,0
500518,106655,2026-05-30,11:27:00,4487.14,Electronics,ONLINE,POS Terminal,No,Pune,Pune,0.4,1330,5,0
500322,110773,2026-06-21,16:33:00,800.1,Dining,POS,Mobile App,Yes,Jaipur,Jaipur,11.0,1357,1,0
505265,183329,2026-05-04,09:56:00,9094.43,Pharmacy,ONLINE,Mobile App,Yes,Jaipur,Jaipur,0.1,2923,3,0
505636,159672,2026-03-21,19:24:00,6106.96,Travel,ATM,USSD,Yes,Bengaluru,Bengaluru,2.9,3378,0,0
504100,133628,2026-05-30,16:20:00,3044.46,Electronics,ATM,Mobile App,No,Jaipur,Jaipur,1.0,1482,1,0
503690,116736,2026-03-16,02:04:00,2882.79,Pharmacy,ONLINE,ATM Machine,No,Chennai,Chennai,13.8,2196,2,0
500218,109638,2026-06-14,08:37:00,1523.34,Utility Bill,UPI,Web Browser,Yes,Delhi,Delhi,8.6,2169,3,0
502656,156507,2026-06-07,10:39:00,4499.19,ATM Withdrawal,ONLINE,Web Browser,Yes,Ahmedabad,Ahmedabad,5.7,2672,2,0
502389,195570,2026-04-16,03:54:00,86240.12,Pharmacy,UPI,Web Browser,No,Jaipur,Chennai,1207.3,24,6,1
500361,184563,2026-08-15,00:55:00,4793.74,Electronics,POS,Mobile App,No,Hyderabad,Hyderabad,6.4,801,3,0
504376,158415,2026-08-20,09:37:00,3037.83,Jewellery,ONLINE,USSD,Yes,Pune,Pune,1.7,2420,3,0
503337,152302,2026-06-10,00:02:00,47656.59,Electronics,ATM,USSD,No,Chennai,Ahmedabad,1404.1,37,6,1
503011,136932,2026-02-03,15:28:00,2471.32,Pharmacy,ONLINE,POS Terminal,Yes,Kolkata,Kolkata,13.0,330,1,0
502319,185070,2026-01-06,03:14:00,11418.34,Grocery,ATM,Web Browser,No,Bengaluru,Bengaluru,6.7,2841,1,0
501053,150173,2026-08-11,04:13:00,4572.61,Grocery,ONLINE,USSD,Yes,Hyderabad,Hyderabad,4.6,3869,0,0
505141,137721,2026-08-24,08:15:00,2392.49,Travel,POS,Mobile App,Yes,Mumbai,Mumbai,6.0,1294,3,0
500760,172967,2026-05-24,11:49:00,6340.52,Jewellery,UPI,Mobile App,No,Jaipur,Jaipur,12.1,175,4,0
504668,113857,2026-02-14,14:02:00,647.7,ATM Withdrawal,POS,Mobile App,Yes,Delhi,Delhi,11.5,202,3,0
505278,182292,2026-08-25,12:09:00,837.05,Pharmacy,ATM,USSD,No,Mumbai,Mumbai,1.9,2701,3,0
505996,121008,2026-07-27,11:37:00,1240.98,Jewellery,ONLINE,Web Browser,Yes,Rajpura,Rajpura,1.5,2861,1,0
501427,167158,2026-03-30,01:35:00,3703.92,Grocery,ATM,USSD,No,Pune,Pune,5.7,1221,3,0
504408,118597,2026-08-19,14:33:00,2191.55,Grocery,ONLINE,ATM Machine,No,Kolkata,Kolkata,4.2,3275,1,0
503698,141225,2026-01-04,05:20:00,2451.71,Fuel,ONLINE,Mobile App,No,Delhi,Delhi,1.6,2278,2,0
500215,173691,2026-01-02,00:55:00,2972.8,Fuel,POS,ATM Machine,No,Ahmedabad,Ahmedabad,0.1,991,2,0
501615,106022,2026-04-03,02:38:00,8466.02,Electronics,UPI,Web Browser,No,Ahmedabad,Ahmedabad,0.9,2368,0,0
504676,136956,2026-05-20,02:35:00,3680.44,Fuel,POS,ATM Machine,No,Hyderabad,Hyderabad,11.3,856,1,0
501718,137904,2026-06-17,05:42:00,1468.21,Dining,UPI,POS Terminal,No,Ahmedabad,Ahmedabad,5.3,3994,1,0
502742,109680,2026-06-05,07:18:00,984.56,E-commerce,UPI,ATM Machine,Yes,Bengaluru,Bengaluru,7.2,2415,2,0
502054,194752,2026-03-15,14:56:00,2240.26,Utility Bill,UPI,Mobile App,Yes,Hyderabad,Hyderabad,9.9,2059,2,0
502999,143497,2026-08-01,11:51:00,7892.62,Travel,POS,POS Terminal,No,Mumbai,Mumbai,10.9,3544,2,0
501984,175083,2026-03-30,06:53:00,1870.62,E-commerce,ONLINE,POS Terminal,No,Kolkata,Kolkata,3.3,2420,0,0
501703,168196,2026-04-05,20:27:00,3332.74,Travel,POS,POS Terminal,Yes,Pune,Pune,12.7,302,2,0
503102,113088,2026-05-19,21:15:00,3550.93,ATM Withdrawal,POS,POS Terminal,Yes,Mumbai,Mumbai,5.1,1627,2,0
503035,109973,2026-04-11,11:31:00,767.4,Utility Bill,POS,Mobile App,No,Rajpura,Rajpura,9.4,3620,1,0
505328,124597,2026-01-20,22:36:00,1554.79,Dining,UPI,Web Browser,No,Delhi,Delhi,14.2,2185,1,0
500197,134258,2026-02-23,00:06:00,1420.93,Fuel,ONLINE,ATM Machine,No,Hyderabad,Hyderabad,12.1,3641,3,0
500726,111710,2026-08-26,12:27:00,10507.37,Pharmacy,POS,Web Browser,No,Pune,Pune,13.6,2998,0,0
503919,106042,2026-06-10,07:54:00,3054.01,ATM Withdrawal,ATM,Mobile App,No,Hyderabad,Hyderabad,1.8,3258,2,0
501513,174393,2026-04-12,08:48:00,5460.83,Grocery,ATM,USSD,No,Kolkata,Kolkata,2.2,3821,1,0
502624,192389,2026-01-30,06:40:00,6750.84,Electronics,ONLINE,ATM Machine,No,Ahmedabad,Ahmedabad,2.3,2223,2,0
504539,183406,2026-04-01,19:52:00,2947.27,Fuel,POS,USSD,No,Delhi,Delhi,1.7,2996,3,0
504696,183552,2026-05-17,03:03:00,574.39,Pharmacy,ATM,Web Browser,Yes,Ahmedabad,Ahmedabad,9.8,1365,1,0
501057,144957,2026-03-15,00:24:00,3734.75,Dining,UPI,POS Terminal,No,Chennai,Chennai,0.5,2030,1,0
